1578929223.0094914,225,342,220,367
1578929224.012135,236,342,220,363
1578929225.0121021,243,353,230,367
1578929226.0197477,237,355,222,357
1578929227.018772,250,356,207,358
1578929228.0216727,251,355,216,368
1578929229.0266955,252,350,224,374
1578929230.0288231,247,345,221,357
1578929231.0337381,241,354,215,361
1578929232.0378916,240,345,213,358
1578929233.0400743,247,346,220,357
1578929234.0364828,236,351,217,360
1578929235.0406,235,350,217,351
1578929236.0679016,246,356,218,359
1578929237.040373,233,349,208,352
1578929238.046492,233,343,209,352
1578929239.0544276,235,343,211,353
1578929240.0757396,227,349,210,363
1578929241.0581841,221,345,206,365
1578929242.0630069,223,344,221,367
1578929243.06907,219,350,225,367
1578929244.0640507,219,356,224,355
1578929245.065734,235,357,224,358
1578929246.0679324,229,357,221,365
1578929247.1077995,232,355,216,368
1578929248.074667,247,350,226,361
1578929249.0746036,242,354,211,362
1578929250.0797727,240,360,221,361
1578929251.0918837,239,357,221,356
1578929252.0808332,248,354,215,358
1578929253.0890172,232,352,214,355
1578929254.096278,236,350,216,352
1578929255.094574,233,354,217,355
1578929256.096212,233,351,213,362
1578929257.0959451,229,346,209,353
1578929258.1294742,233,353,221,360
1578929259.114079,214,346,210,365
1578929260.1217349,218,343,209,369
1578929261.1080549,234,344,227,365
1578929262.1103606,232,359,227,364
1578929263.1221576,232,364,231,360
1578929264.1189487,247,357,229,359
1578929265.1327324,244,355,223,370
1578929266.1189277,241,355,216,356
1578929267.1254928,248,348,224,362
1578929268.125331,231,348,219,362
1578929269.162689,235,358,218,360
1578929270.1514258,237,347,219,359
1578929271.1336205,241,350,218,360
1578929272.1352553,245,350,220,360
1578929273.1406608,243,352,221,353
1578929274.138817,243,352,212,357
1578929275.1420922,242,351,212,354
1578929276.1460328,243,345,215,357
1578929277.1479902,243,351,222,367
1578929278.1526039,233,345,211,371
1578929279.1562767,233,347,235,365
1578929280.161924,243,350,234,372
1578929281.1571252,234,359,227,369
1578929282.1595411,233,359,227,360
1578929283.1663437,254,357,232,359
1578929284.1663458,249,361,222,370
1578929285.1701164,248,348,218,359
1578929286.1727188,253,353,231,360
1578929287.1745915,247,358,220,360
1578929288.1788242,242,360,220,362
1578929289.1791646,248,356,222,359
1578929290.1830428,242,352,221,361
1578929291.1883228,241,353,219,354
1578929292.1929872,235,359,219,362
1578929293.1979153,240,353,213,360
1578929294.1929512,244,346,212,351
1578929295.1916728,244,344,212,356
1578929296.1948493,238,345,210,368
1578929297.200075,234,345,210,369
1578929298.1982658,237,347,224,364
1578929299.203766,239,348,224,368
1578929300.231269,233,358,228,364
1578929301.2139993,252,357,222,360
1578929302.2206657,250,358,218,360
1578929303.2139492,256,357,238,371
1578929304.2174902,251,356,231,359
1578929305.2149901,253,353,216,361
1578929306.2745612,242,360,218,362
1578929307.225824,240,351,219,359
1578929308.2274704,252,352,217,360
1578929309.2335773,246,355,220,361
1578929310.2345886,241,354,219,357
1578929311.2365828,240,353,215,354
1578929312.2379773,240,354,203,352
1578929313.2668216,240,344,210,350
1578929314.241539,237,345,207,350
1578929315.24776,234,348,205,366
1578929316.2447886,233,345,237,365
1578929317.274598,231,342,232,366
1578929318.24864,240,360,237,365
1578929319.2705665,232,361,229,366
1578929320.2574544,247,358,233,356
1578929321.2598755,252,354,219,365
1578929322.264853,251,346,220,357
1578929323.2711272,252,349,230,359
1578929324.276129,246,361,217,359
1578929325.2722397,212,301,126,246
1578929326.2737792,225,309,152,255
1578929327.27686,219,308,159,306
1578929328.3158782,220,310,157,306
1578929329.2870126,218,316,174,312
1578929330.3077118,218,315,160,309
1578929331.2857428,220,310,162,310
1578929332.2917392,223,310,163,311
1578929333.2857356,214,310,165,328
1578929334.2949297,214,310,160,334
1578929335.2996461,214,308,173,323
1578929336.298673,214,330,183,333
1578929337.3008652,213,324,179,314
1578929338.3020494,227,326,184,327
1578929339.339973,232,323,169,331
1578929340.3097878,229,323,165,320
1578929341.3149197,236,318,178,321
1578929342.3161373,224,318,173,321
1578929343.3190188,224,327,170,319
1578929344.3223062,239,311,179,327
1578929345.3204598,221,322,171,323
1578929346.3334882,225,319,174,316
1578929347.3259854,223,318,174,314
