1577707142.6298358,8720,-816,13300,30.04,-275,336,257
1577707143.633322,8832,-1104,13300,30.04,-65,107,228
1577707144.6380842,8856,-1116,13084,30.08,-60,109,225
1577707145.6420193,8732,-1156,13044,30.04,-28,150,256
1577707146.6539676,8692,-1144,13152,29.99,-20,108,230
1577707147.6507735,8836,-1060,13212,30.04,-76,75,277
1577707148.6614738,8508,-1344,13412,29.99,-675,-257,301
1577707149.6609204,8620,-1580,13204,29.94,-83,-33,106
1577707150.6818373,8560,-1536,13412,29.99,-137,104,231
1577707151.6707077,8540,-1532,13280,29.94,-27,27,243
1577707152.674605,8544,-1760,13572,29.99,-107,352,230
1577707153.680733,8548,-1696,13168,29.89,-61,238,226
1577707154.6820188,8624,-1676,13192,29.89,-48,-622,50
1577707155.6894522,9200,-1524,12984,29.94,-314,-1273,-464
1577707156.6904607,8936,-1792,13048,29.99,46,78,182
1577707157.6962643,8588,-1784,13120,29.94,-141,10,15
1577707158.7040243,8660,-1740,13144,29.94,-118,67,267
1577707159.709934,8228,-1784,13468,29.99,-259,978,659
1577707160.7099771,7552,-1544,14656,29.99,950,2005,781
1577707161.7259192,7208,-1952,13776,30.08,-395,-317,312
1577707162.7270663,7988,452,8684,30.04,-1909,4703,-1013
1577707163.7256334,-2368,7248,10484,30.04,5890,3923,-2927
1577707164.7444189,7780,2680,11120,29.85,-903,-11562,-2345
1577707165.7596922,10588,5464,12768,29.94,302,-11334,-6928
1577707166.7411757,11924,10200,3876,29.99,2524,9841,5019
1577707167.7471855,15676,12040,4768,29.99,13098,4575,8751
1577707168.7506876,7636,2100,17388,30.04,-6366,11978,3068
1577707169.7885263,4576,8560,12484,29.94,-397,984,147
1577707170.7618966,3808,8788,12588,29.94,-270,975,560
1577707171.7647617,3996,8808,12576,29.94,-47,-14,320
1577707172.7924337,3768,8756,12496,29.94,-168,257,387
1577707173.7843966,3700,8504,12516,29.89,-106,133,290
1577707174.7846134,3664,8572,12624,30.04,-75,-126,310
1577707175.788323,3692,8544,12948,29.94,-59,169,241
1577707176.8081195,3784,8388,12712,30.08,-94,161,207
1577707177.7943103,3604,8508,12716,30.13,58,-19,240
1577707178.809978,3632,8600,12564,30.13,70,-261,560
1577707179.811882,4244,9668,11904,30.04,2277,-2081,753
1577707180.8442106,6976,10464,10000,30.04,-847,890,438
1577707181.8134463,6944,10036,10348,30.04,-199,482,240
1577707182.8152814,6764,10512,9620,30.08,-8,-173,221
1577707183.826865,7052,10232,9828,29.94,-64,-358,27
1577707184.8555915,6912,10424,9800,30.08,-148,274,258
1577707185.8290074,6812,10332,9744,30.04,-146,121,184
1577707186.8369417,6976,10380,9668,30.08,-64,-29,233
1577707187.8428855,6828,10384,9772,29.99,-108,-110,186
1577707188.8469424,6836,10284,10004,29.99,1,39,240
1577707189.8499937,6956,10264,10064,30.04,-119,333,322
1577707190.8710341,6956,8224,10336,30.08,664,-3965,-427
1577707191.8640401,6620,9648,10676,30.08,-234,172,265
1577707192.8658288,6416,9392,10916,30.04,-177,572,299
1577707193.8836446,6300,9408,11016,30.08,-10,207,248
1577707194.8758385,6292,9404,11404,30.08,-68,160,279
1577707195.8930328,6172,9352,11048,30.08,53,-18,283
1577707196.8833776,6296,9428,10600,30.22,-12,-452,117
1577707197.8961139,6384,9444,11108,30.04,-92,212,272
1577707198.888948,6144,9288,11244,30.13,-40,231,250
1577707199.9288805,6312,9264,11032,30.13,2,136,228
1577707200.910235,6320,9284,11136,30.08,-53,176,230
1577707201.9067369,6136,9300,10956,30.08,182,-599,206
1577707202.9230084,6316,9416,10996,30.13,-83,-43,249
1577707203.9171104,8980,9120,6052,30.08,2760,-6582,3496
1577707204.9196367,5516,9608,11544,30.13,618,-1251,646
1577707205.9235144,6020,9664,10804,30.18,20,-182,318
1577707206.9325197,5716,9724,10940,29.99,-37,209,229
1577707207.9551485,5796,9640,11228,30.08,49,147,250
1577707208.9646795,5520,9696,11024,30.08,74,25,301
1577707209.944195,5624,9656,11264,30.13,81,-253,279
1577707210.9571304,5476,9780,11388,30.04,-41,-27,266
1577707211.9502947,5632,9424,11244,30.22,-1,228,219
1577707212.9529548,5320,9544,11316,30.08,-44,152,218
1577707213.962409,5332,9692,11236,30.04,-7,103,278
1577707214.9997911,5580,9528,11684,30.08,40,245,134
1577707215.9679227,5356,9780,11256,30.04,3,116,248
1577707216.9743197,5592,9752,11260,30.13,24,32,251
1577707218.0728364,5432,9644,11212,30.04,-51,91,219
1577707218.986527,5488,9500,11408,30.13,-75,387,199
1577707219.9902213,5680,-480,12128,30.04,-13472,-2218,1254
1577707220.9966562,6896,-96,13740,30.04,56,1228,534
1577707222.000256,6636,-504,14460,30.08,28,665,416
1577707223.030567,6560,-668,14184,30.08,-11,260,119
1577707235.0570939,5712,-948,14792,29.99,-14,76,263
1577707236.0625587,5684,-896,14816,30.08,12,207,267
1577707237.0657377,5736,-928,14704,29.99,18,178,291
1577707238.091007,5668,-968,14696,30.04,-40,-15,236
1577707239.0874002,4256,4592,14108,30.04,-2247,-14153,-8928
1577707240.0825715,6624,2636,14140,30.13,513,10253,-1186
1577707241.0854838,-812,5196,15212,30.08,135,-900,34
1577707242.0909941,-1664,5188,14984,29.94,-1090,-365,-885
1577707243.0953584,-1648,5356,15332,30.08,-680,-1125,986
1577707244.0997212,-2708,4024,14904,30.04,203,-411,289
1577707245.1195047,-2844,4324,14920,29.99,44,45,136
1577707246.1093307,-2736,4408,14688,30.08,-43,435,462
1577707247.115057,-3432,3632,15088,29.99,-132,601,157
1577707248.1237319,-3128,4268,14880,30.13,-22,298,168
1577707249.138945,-2860,4204,14964,29.99,-82,164,195
1577707250.1272237,-3040,4144,14816,30.08,-208,85,344
1577707251.1372836,-3100,4116,14856,30.13,-47,109,296
